STORE_NBR,YEARMONTH,totSales,nCustomers,nTxn,nChips,nTxnPerCust,nChipsPerTxn,avgPricePerUnit
225,201810,793.8,96,117,234,1.21875,2.0,3.3923076923076922
225,201811,770.6,94,108,216,1.148936170212766,2.0,3.5675925925925926
225,201812,778.0,89,113,226,1.2696629213483146,2.0,3.4424778761061945
225,201901,746.8,84,107,214,1.2738095238095237,2.0,3.489719626168224
226,201807,1398.6,130,160,320,1.2307692307692308,2.0,4.3706249999999995
226,201808,1169.25,124,146,276,1.1774193548387097,1.8904109589041096,4.236413043478261
226,201809,1288.0,123,146,292,1.1869918699186992,2.0,4.410958904109589
226,201810,1468.0,136,169,338,1.2426470588235294,2.0,4.34319526627219
226,201811,1531.2,137,178,356,1.2992700729927007,2.0,4.301123595505618
226,201812,1557.6,144,179,357,1.2430555555555556,1.994413407821229,4.363025210084033
226,201901,1245.1,121,147,293,1.2148760330578512,1.9931972789115646,4.249488054607508
227,201807,839.4,95,121,242,1.2736842105263158,2.0,3.468595041322314
227,201808,810.8,88,119,225,1.3522727272727273,1.8907563025210083,3.6035555555555554
227,201809,716.4,91,105,210,1.1538461538461537,2.0,3.4114285714285715
227,201810,954.4,104,135,270,1.2980769230769231,2.0,3.5348148148148146
227,201811,826.8,91,118,236,1.2967032967032968,2.0,3.5033898305084743
227,201812,772.6,87,106,212,1.2183908045977012,2.0,3.6443396226415095
227,201901,900.6,105,127,254,1.2095238095238094,2.0,3.5456692913385828
228,201807,326.8,37,39,76,1.054054054054054,1.9487179487179487,4.3
228,201808,261.1,29,30,57,1.0344827586206897,1.9,4.580701754385966
228,201809,351.9,43,44,85,1.0232558139534884,1.9318181818181819,4.14
228,201810,349.0,39,42,81,1.0769230769230769,1.9285714285714286,4.308641975308642
228,201811,419.3,46,50,95,1.0869565217391304,1.9,4.413684210526316
228,201812,383.8,39,42,83,1.0769230769230769,1.9761904761904763,4.624096385542169
228,201901,231.5,27,27,53,1.0,1.962962962962963,4.367924528301887
229,201807,805.4,97,113,226,1.1649484536082475,2.0,3.563716814159292
229,201808,691.3,90,106,203,1.1777777777777778,1.9150943396226414,3.4054187192118226
229,201809,831.6,93,119,238,1.2795698924731183,2.0,3.4941176470588236
229,201810,771.8,92,115,230,1.25,2.0,3.355652173913043
229,201811,730.0,85,106,212,1.2470588235294118,2.0,3.443396226415094
229,201812,841.4,90,118,236,1.3111111111111111,2.0,3.5652542372881353
229,201901,716.6,85,105,210,1.2352941176470589,2.0,3.4123809523809525
230,201807,912.2,109,135,270,1.238532110091743,2.0,3.3785185185185185
230,201808,960.9,109,146,266,1.3394495412844036,1.821917808219178,3.612406015037594
230,201809,850.5,92,122,245,1.326086956521739,2.0081967213114753,3.4714285714285715
230,201810,893.4,102,128,256,1.2549019607843137,2.0,3.48984375
230,201811,857.0,94,118,236,1.2553191489361701,2.0,3.6313559322033897
230,201812,968.2,113,135,270,1.1946902654867257,2.0,3.585925925925926
230,201901,1021.2,101,135,270,1.3366336633663367,2.0,3.7822222222222224
231,201807,1020.9,104,114,226,1.0961538461538463,1.9824561403508771,4.517256637168141
231,201808,913.8000000000001,94,109,207,1.1595744680851063,1.8990825688073394,4.414492753623189
231,201809,1059.0,103,121,242,1.174757281553398,2.0,4.37603305785124
231,201810,1099.0,115,127,253,1.1043478260869566,1.9921259842519685,4.3438735177865615
231,201811,970.6,94,113,226,1.202127659574468,2.0,4.294690265486726
231,201812,1102.6,111,127,252,1.1441441441441442,1.984251968503937,4.375396825396825
231,201901,962.0,102,111,222,1.088235294117647,2.0,4.333333333333333
232,201807,947.9,96,131,261,1.3645833333333333,1.9923664122137406,3.6318007662835248
232,201808,687.2,86,105,203,1.2209302325581395,1.9333333333333333,3.3852216748768473
232,201809,885.4,93,123,246,1.3225806451612903,2.0,3.5991869918699186
232,201810,853.2,99,120,240,1.2121212121212122,2.0,3.555
232,201811,892.0,101,126,252,1.2475247524752475,2.0,3.5396825396825395
232,201812,937.6,108,134,268,1.2407407407407407,2.0,3.4985074626865673
232,201901,745.8,92,104,208,1.1304347826086956,2.0,3.585576923076923
233,201807,271.2,47,49,79,1.0425531914893618,1.6122448979591837,3.432911392405063
233,201808,260.7,44,45,72,1.0227272727272727,1.6,3.620833333333333
233,201809,220.9,40,43,68,1.075,1.5813953488372092,3.248529411764706
233,201810,159.3,32,32,48,1.0,1.5,3.31875
233,201811,206.5,39,40,61,1.0256410256410255,1.525,3.3852459016393444
233,201812,265.4,43,45,70,1.0465116279069768,1.5555555555555556,3.791428571428571
233,201901,150.5,31,31,41,1.0,1.3225806451612903,3.6707317073170733
234,201807,413.8,46,50,96,1.0869565217391304,1.92,4.310416666666667
234,201808,318.1,36,37,70,1.0277777777777777,1.8918918918918919,4.5442857142857145
234,201809,415.4,49,50,97,1.0204081632653061,1.94,4.282474226804124
234,201810,271.9,33,33,64,1.0,1.9393939393939394,4.2484375
234,201811,371.7,40,42,82,1.05,1.9523809523809523,4.532926829268293
234,201812,479.9,54,58,111,1.0740740740740742,1.9137931034482758,4.3234234234234235
234,201901,316.7,36,36,71,1.0,1.9722222222222223,4.46056338028169
235,201807,502.8,54,55,110,1.0185185185185186,2.0,4.570909090909091
235,201808,401.85,44,50,94,1.1363636363636365,1.88,4.275
235,201809,379.8,39,43,86,1.1025641025641026,2.0,4.416279069767442
235,201810,466.40000000000003,52,53,106,1.0192307692307692,2.0,4.4
235,201811,375.6,42,43,86,1.0238095238095237,2.0,4.367441860465116
235,201812,513.8000000000001,55,59,118,1.0727272727272728,2.0,4.354237288135594
235,201901,506.2,54,58,116,1.0740740740740742,2.0,4.363793103448276
236,201807,885.4,95,123,246,1.2947368421052632,2.0,3.5991869918699186
236,201808,906.0,102,136,262,1.3333333333333333,1.9264705882352942,3.4580152671755724
236,201809,800.8,91,112,224,1.2307692307692308,2.0,3.5749999999999997
236,201810,781.2,86,108,216,1.255813953488372,2.0,3.6166666666666667
236,201811,647.8,71,96,192,1.352112676056338,2.0,3.373958333333333
236,201812,875.2,96,126,252,1.3125,2.0,3.473015873015873
236,201901,798.4,93,110,220,1.1827956989247312,2.0,3.629090909090909
237,201807,1387.2,125,156,312,1.248,2.0,4.446153846153846
237,201808,1321.9,132,161,304,1.2196969696969697,1.8881987577639752,4.348355263157895
237,201809,1250.8,120,143,285,1.1916666666666667,1.993006993006993,4.3887719298245615
237,201810,1287.1,118,144,287,1.2203389830508475,1.9930555555555556,4.484668989547038
237,201811,1316.0,125,153,304,1.224,1.9869281045751634,4.328947368421052
237,201812,1234.4,121,142,283,1.1735537190082646,1.9929577464788732,4.361837455830389
237,201901,1117.7,111,129,257,1.162162162162162,1.9922480620155039,4.349027237354086
238,201807,1014.9,108,121,237,1.1203703703703705,1.9586776859504131,4.282278481012658
238,201808,1200.9,120,143,275,1.1916666666666667,1.9230769230769231,4.3669090909090915
238,201809,1202.4,117,138,276,1.1794871794871795,2.0,4.356521739130435
238,201810,942.4,91,107,211,1.1758241758241759,1.97196261682243,4.466350710900474
238,201811,1166.6,115,135,267,1.173913043478261,1.9777777777777779,4.369288389513108
238,201812,1066.8,108,124,248,1.1481481481481481,2.0,4.301612903225807
238,201901,1184.3,114,135,266,1.1842105263157894,1.9703703703703703,4.452255639097745
239,201807,347.5,40,42,79,1.05,1.880952380952381,4.39873417721519
239,201808,296.9,33,36,66,1.0909090909090908,1.8333333333333333,4.498484848484848
239,201809,338.3,36,39,75,1.0833333333333333,1.9230769230769231,4.510666666666666
239,201810,300.0,37,38,70,1.027027027027027,1.8421052631578947,4.285714285714286
239,201811,250.4,28,31,57,1.1071428571428572,1.8387096774193548,4.392982456140351
239,201812,313.2,37,38,72,1.027027027027027,1.894736842105263,4.35
239,201901,395.7,46,49,93,1.065217391304348,1.8979591836734695,4.254838709677419
240,201807,381.3,41,47,91,1.146341463414634,1.9361702127659575,4.19010989010989
240,201808,314.6,37,39,70,1.054054054054054,1.794871794871795,4.494285714285715
240,201809,455.5,49,51,100,1.0408163265306123,1.9607843137254901,4.555
240,201810,374.1,41,43,84,1.048780487804878,1.9534883720930232,4.453571428571429
240,201811,401.3,45,47,93,1.0444444444444445,1.9787234042553192,4.315053763440861
240,201812,315.9,34,35,68,1.0294117647058822,1.9428571428571428,4.645588235294118
240,201901,363.8,40,44,84,1.1,1.9090909090909092,4.330952380952381
241,201807,796.4,87,114,228,1.3103448275862069,2.0,3.492982456140351
241,201808,658.1,85,101,200,1.188235294117647,1.9801980198019802,3.2905
241,201809,771.0,85,110,220,1.2941176470588236,2.0,3.5045454545454544
241,201810,884.0,97,121,242,1.2474226804123711,2.0,3.652892561983471
241,201811,584.8,73,83,166,1.1369863013698631,2.0,3.52289156626506
241,201812,763.4,84,106,212,1.2619047619047619,2.0,3.600943396226415
241,201901,794.2,85,111,222,1.3058823529411765,2.0,3.5774774774774776
242,201807,429.6,48,49,98,1.0208333333333333,2.0,4.383673469387755
242,201808,426.2,46,53,99,1.1521739130434783,1.8679245283018868,4.305050505050505
242,201809,463.0,50,53,106,1.06,2.0,4.367924528301887
242,201810,496.6,51,57,114,1.1176470588235294,2.0,4.356140350877193
242,201811,511.6,56,59,118,1.0535714285714286,2.0,4.335593220338983
242,201812,457.4,50,53,106,1.06,2.0,4.315094339622641
242,201901,506.2,54,58,116,1.0740740740740742,2.0,4.363793103448276
243,201807,322.8,44,46,91,1.0454545454545454,1.9782608695652173,3.5472527472527475
243,201808,353.8,50,53,97,1.06,1.830188679245283,3.647422680412371
243,201809,365.7,45,51,100,1.1333333333333333,1.9607843137254901,3.657
243,201810,345.2,46,49,98,1.065217391304348,2.0,3.522448979591837
243,201811,375.8,52,55,110,1.0576923076923077,2.0,3.4163636363636365
243,201812,370.9,55,56,108,1.018181818181818,1.9285714285714286,3.434259259259259
243,201901,367.4,54,57,113,1.0555555555555556,1.9824561403508771,3.2513274336283184
244,201807,15.3,3,3,4,1.0,1.3333333333333333,3.825
244,201808,32.8,6,6,10,1.0,1.6666666666666667,3.28
244,201809,32.4,6,6,10,1.0,1.6666666666666667,3.2399999999999998
244,201810,42.5,7,7,11,1.0,1.5714285714285714,3.8636363636363638
244,201811,11.3,3,3,4,1.0,1.3333333333333333,2.825
244,201812,3.0,1,1,1,1.0,1.0,3.0
244,201901,39.3,4,5,9,1.25,1.8,4.366666666666666
245,201807,375.2,41,43,83,1.048780487804878,1.930232558139535,4.5204819277108435
245,201808,330.8,39,42,75,1.0769230769230769,1.7857142857142858,4.410666666666667
245,201809,330.40000000000003,39,41,77,1.0512820512820513,1.8780487804878048,4.290909090909091
245,201810,240.3,24,29,54,1.2083333333333333,1.8620689655172413,4.45
245,201811,474.7,52,57,111,1.0961538461538463,1.9473684210526316,4.276576576576576
245,201812,284.0,30,32,62,1.0666666666666667,1.9375,4.580645161290323
245,201901,325.1,39,41,76,1.0512820512820513,1.853658536585366,4.277631578947369
246,201807,393.2,40,43,86,1.075,2.0,4.572093023255814
246,201808,412.8,43,50,90,1.1627906976744187,1.8,4.586666666666667
246,201809,498.0,48,54,108,1.125,2.0,4.611111111111111
246,201810,543.6,55,60,120,1.0909090909090908,2.0,4.53
246,201811,481.8,52,54,108,1.0384615384615385,2.0,4.461111111111111
246,201812,608.0,66,70,140,1.0606060606060606,2.0,4.3428571428571425
246,201901,448.8,48,52,104,1.0833333333333333,2.0,4.315384615384615
247,201807,804.0,93,117,234,1.2580645161290323,2.0,3.4358974358974357
247,201808,738.3,92,115,212,1.25,1.8434782608695652,3.4825471698113204
247,201809,781.6,89,111,222,1.247191011235955,2.0,3.5207207207207207
247,201810,899.4,94,129,258,1.372340425531915,2.0,3.4860465116279067
247,201811,748.6,87,110,220,1.264367816091954,2.0,3.402727272727273
247,201812,747.0,90,112,224,1.2444444444444445,2.0,3.3348214285714284
247,201901,874.0,101,125,250,1.2376237623762376,2.0,3.496
248,201807,381.0,55,58,107,1.0545454545454545,1.8448275862068966,3.560747663551402
248,201808,321.7,53,56,93,1.0566037735849056,1.6607142857142858,3.4591397849462364
248,201809,457.90000000000003,58,62,116,1.0689655172413792,1.8709677419354838,3.9474137931034488
248,201810,270.1,37,39,75,1.054054054054054,1.9230769230769231,3.6013333333333337
248,201811,345.5,49,52,97,1.0612244897959184,1.8653846153846154,3.5618556701030926
248,201812,395.0,55,58,111,1.0545454545454545,1.9137931034482758,3.5585585585585586
248,201901,336.7,45,50,93,1.1111111111111112,1.86,3.6204301075268814
249,201807,232.5,40,43,69,1.075,1.6046511627906976,3.369565217391304
249,201808,276.7,49,50,78,1.0204081632653061,1.56,3.5474358974358973
249,201809,265.2,42,42,75,1.0,1.7857142857142858,3.536
249,201810,322.1,51,54,91,1.0588235294117647,1.6851851851851851,3.53956043956044
249,201811,200.6,33,35,58,1.0606060606060606,1.6571428571428573,3.4586206896551723
249,201812,280.1,44,46,81,1.0454545454545454,1.7608695652173914,3.458024691358025
249,201901,266.4,42,44,74,1.0476190476190477,1.6818181818181819,3.5999999999999996
250,201807,1054.4,111,126,248,1.135135135135135,1.9682539682539681,4.251612903225807
250,201808,1195.4,124,144,268,1.1612903225806452,1.8611111111111112,4.46044776119403
250,201809,878.3,90,102,199,1.1333333333333333,1.9509803921568627,4.41356783919598
250,201810,1035.4,101,117,230,1.1584158415841583,1.9658119658119657,4.501739130434783
250,201811,994.9,97,119,232,1.2268041237113403,1.949579831932773,4.288362068965517
250,201812,1127.6,108,129,255,1.1944444444444444,1.9767441860465116,4.421960784313725
250,201901,915.3,96,107,211,1.1145833333333333,1.97196261682243,4.337914691943128
251,201807,398.6,44,46,92,1.0454545454545454,2.0,4.3326086956521745
251,201808,323.05,35,36,73,1.0285714285714285,2.0277777777777777,4.425342465753425
251,201809,272.2,28,30,60,1.0714285714285714,2.0,4.536666666666666
251,201810,387.7,43,44,87,1.0232558139534884,1.9772727272727273,4.456321839080459
251,201811,522.4,55,60,120,1.0909090909090908,2.0,4.3533333333333335
251,201812,454.0,52,53,105,1.0192307692307692,1.9811320754716981,4.3238095238095235
251,201901,368.0,39,43,85,1.1025641025641026,1.9767441860465116,4.329411764705882
253,201807,350.2,38,40,80,1.0526315789473684,2.0,4.3774999999999995
253,201808,364.8,39,42,82,1.0769230769230769,1.9523809523809523,4.4487804878048784
253,201809,390.2,41,44,88,1.0731707317073171,2.0,4.434090909090909
253,201810,352.0,36,38,76,1.0555555555555556,2.0,4.631578947368421
253,201811,462.0,51,51,102,1.0,2.0,4.529411764705882
253,201812,402.2,46,48,96,1.0434782608695652,2.0,4.189583333333333
253,201901,345.8,37,41,82,1.1081081081081081,2.0,4.217073170731707
254,201807,126.0,37,37,38,1.0,1.027027027027027,3.3157894736842106
254,201808,187.1,43,43,52,1.0,1.2093023255813953,3.598076923076923
254,201809,131.4,34,35,37,1.0294117647058822,1.0571428571428572,3.5513513513513515
254,201810,100.6,26,32,32,1.2307692307692308,1.0,3.14375
254,201811,127.9,30,33,34,1.1,1.0303030303030303,3.761764705882353
254,201812,134.7,40,42,44,1.05,1.0476190476190477,3.061363636363636
254,201901,106.0,25,27,28,1.08,1.037037037037037,3.7857142857142856
255,201807,207.6,39,40,57,1.0256410256410255,1.425,3.6421052631578945
255,201808,163.5,31,33,51,1.064516129032258,1.5454545454545454,3.2058823529411766
255,201809,214.3,41,42,66,1.024390243902439,1.5714285714285714,3.246969696969697
255,201810,219.3,39,40,63,1.0256410256410255,1.575,3.480952380952381
255,201811,227.6,45,48,68,1.0666666666666667,1.4166666666666667,3.347058823529412
255,201812,244.0,39,40,64,1.0256410256410255,1.6,3.8125
255,201901,214.4,43,45,64,1.0465116279069768,1.4222222222222223,3.35
256,201807,238.5,38,41,70,1.0789473684210527,1.7073170731707317,3.407142857142857
256,201808,325.8,50,53,96,1.06,1.8113207547169812,3.3937500000000003
256,201809,261.7,41,42,69,1.024390243902439,1.6428571428571428,3.7927536231884056
256,201810,269.8,41,44,77,1.0731707317073171,1.75,3.503896103896104
256,201811,247.1,36,39,70,1.0833333333333333,1.794871794871795,3.53
256,201812,337.0,50,54,97,1.08,1.7962962962962963,3.4742268041237114
256,201901,300.3,49,50,85,1.0204081632653061,1.7,3.5329411764705885
257,201807,974.4,111,142,284,1.2792792792792793,2.0,3.4309859154929576
257,201808,850.3,100,127,249,1.27,1.9606299212598426,3.4148594377510038
257,201809,887.4,97,118,236,1.2164948453608246,2.0,3.760169491525424
257,201810,693.6,83,101,202,1.216867469879518,2.0,3.4336633663366336
257,201811,1026.6,119,146,292,1.226890756302521,2.0,3.515753424657534
257,201812,812.0,90,115,230,1.2777777777777777,2.0,3.5304347826086957
257,201901,717.6,92,108,216,1.173913043478261,2.0,3.3222222222222224
258,201807,6.0,1,1,2,1.0,2.0,3.0
258,201808,21.0,3,3,5,1.0,1.6666666666666667,4.2
258,201809,34.599999999999994,5,5,10,1.0,2.0,3.4599999999999995
258,201810,21.6,2,2,4,1.0,2.0,5.4
258,201811,11.8,2,2,4,1.0,2.0,2.95
258,201812,29.0,4,4,8,1.0,2.0,3.625
258,201901,32.2,6,6,12,1.0,2.0,2.6833333333333336
259,201807,890.6,102,125,250,1.2254901960784315,2.0,3.5624000000000002
259,201808,837.0,104,131,244,1.2596153846153846,1.8625954198473282,3.430327868852459
259,201809,883.8,97,131,262,1.3505154639175259,2.0,3.3732824427480916
259,201810,842.2,88,111,222,1.2613636363636365,2.0,3.793693693693694
259,201811,1020.4,105,140,280,1.3333333333333333,2.0,3.644285714285714
259,201812,911.8,105,137,274,1.3047619047619048,2.0,3.327737226277372
259,201901,937.6,107,127,254,1.1869158878504673,2.0,3.6913385826771656
260,201807,422.4,46,50,100,1.0869565217391304,2.0,4.224
260,201808,278.3,35,35,64,1.0,1.8285714285714285,4.3484375
260,201809,382.2,43,46,91,1.069767441860465,1.9782608695652173,4.2
260,201810,532.1,59,61,121,1.0338983050847457,1.9836065573770492,4.397520661157025
260,201811,422.4,45,49,97,1.0888888888888888,1.9795918367346939,4.354639175257732
260,201812,467.8,51,53,106,1.0392156862745099,2.0,4.413207547169812
260,201901,327.0,36,38,76,1.0555555555555556,2.0,4.302631578947368
261,201807,1119.7,113,129,257,1.1415929203539823,1.9922480620155039,4.356809338521401
261,201808,1064.8,116,134,247,1.1551724137931034,1.8432835820895523,4.310931174089069
261,201809,1068.3,99,119,237,1.202020202020202,1.9915966386554622,4.507594936708861
261,201810,1167.5,115,133,265,1.1565217391304348,1.9924812030075187,4.40566037735849
261,201811,999.2,109,118,236,1.0825688073394495,2.0,4.233898305084746
261,201812,1180.8,119,134,268,1.1260504201680672,2.0,4.405970149253731
261,201901,1214.0,111,140,280,1.2612612612612613,2.0,4.335714285714285
262,201807,693.3,79,101,201,1.2784810126582278,1.99009900990099,3.4492537313432834
262,201808,729.2,74,101,205,1.364864864864865,2.0297029702970297,3.5570731707317074
262,201809,604.2,75,88,176,1.1733333333333333,2.0,3.4329545454545456
262,201810,851.0,100,120,240,1.2,2.0,3.5458333333333334
262,201811,681.0,78,95,190,1.2179487179487178,2.0,3.5842105263157893
262,201812,827.2,92,115,230,1.25,2.0,3.596521739130435
262,201901,583.8,79,87,174,1.1012658227848102,2.0,3.3551724137931034
263,201807,33.5,8,8,10,1.0,1.25,3.35
263,201808,26.5,5,5,7,1.0,1.4,3.7857142857142856
263,201809,21.799999999999997,4,4,6,1.0,1.5,3.633333333333333
263,201810,31.4,7,7,10,1.0,1.4285714285714286,3.1399999999999997
263,201811,15.799999999999999,2,2,4,1.0,2.0,3.9499999999999997
263,201812,24.6,6,6,7,1.0,1.1666666666666667,3.5142857142857147
263,201901,21.3,5,5,6,1.0,1.2,3.5500000000000003
264,201807,209.4,47,47,65,1.0,1.3829787234042554,3.2215384615384615
264,201808,187.8,37,38,54,1.027027027027027,1.4210526315789473,3.477777777777778
264,201809,181.0,40,41,54,1.025,1.3170731707317074,3.3518518518518516
264,201810,167.4,37,38,47,1.027027027027027,1.236842105263158,3.5617021276595744
264,201811,175.3,32,35,47,1.09375,1.3428571428571427,3.7297872340425533
264,201812,251.4,47,52,69,1.1063829787234043,1.3269230769230769,3.6434782608695655
264,201901,222.7,44,45,61,1.0227272727272727,1.3555555555555556,3.6508196721311474
265,201807,239.7,48,51,71,1.0625,1.392156862745098,3.3760563380281687
265,201808,204.8,45,49,63,1.0888888888888888,1.2857142857142858,3.250793650793651
265,201809,126.9,28,31,38,1.1071428571428572,1.2258064516129032,3.3394736842105264
265,201810,155.2,35,36,46,1.0285714285714285,1.2777777777777777,3.3739130434782605
265,201811,276.1,57,61,82,1.0701754385964912,1.3442622950819672,3.3670731707317074
265,201812,170.5,39,40,51,1.0256410256410255,1.275,3.343137254901961
265,201901,163.5,30,31,44,1.0333333333333334,1.4193548387096775,3.715909090909091
266,201807,124.7,30,32,35,1.0666666666666667,1.09375,3.5628571428571427
266,201808,135.0,31,34,39,1.096774193548387,1.1470588235294117,3.4615384615384617
266,201809,133.4,33,37,38,1.121212121212121,1.027027027027027,3.5105263157894737
266,201810,162.7,36,40,45,1.1111111111111112,1.125,3.6155555555555554
266,201811,124.7,31,34,36,1.096774193548387,1.0588235294117647,3.463888888888889
266,201812,150.1,41,44,48,1.0731707317073171,1.0909090909090908,3.127083333333333
266,201901,129.1,40,41,41,1.025,1.0,3.1487804878048777
267,201807,6.199999999999999,2,2,2,1.0,1.0,3.0999999999999996
267,201808,24.9,5,5,6,1.0,1.2,4.1499999999999995
267,201809,20.6,4,4,5,1.0,1.25,4.12
267,201810,14.4,4,4,4,1.0,1.0,3.6
267,201811,40.3,9,9,11,1.0,1.2222222222222223,3.6636363636363636
267,201812,15.399999999999999,5,5,5,1.0,1.0,3.0799999999999996
267,201901,31.8,8,8,9,1.0,1.125,3.533333333333333
268,201807,213.5,46,50,65,1.0869565217391304,1.3,3.2846153846153845
268,201808,291.95,46,50,81,1.0869565217391304,1.62,3.604320987654321
268,201809,158.9,27,30,46,1.1111111111111112,1.5333333333333334,3.4543478260869565
268,201810,229.9,45,46,63,1.0222222222222221,1.3695652173913044,3.649206349206349
268,201811,202.9,45,46,60,1.0222222222222221,1.3043478260869565,3.381666666666667
268,201812,189.2,38,39,52,1.0263157894736843,1.3333333333333333,3.6384615384615384
268,201901,150.6,35,35,43,1.0,1.2285714285714286,3.5023255813953487
269,201807,929.8,99,131,262,1.3232323232323233,2.0,3.548854961832061
269,201808,801.3,105,127,239,1.2095238095238094,1.8818897637795275,3.3527196652719664
269,201809,844.0,95,117,234,1.231578947368421,2.0,3.606837606837607
269,201810,1044.2,110,142,284,1.290909090909091,2.0,3.676760563380282
269,201811,882.0,98,125,250,1.2755102040816326,2.0,3.528
269,201812,850.6,97,119,238,1.2268041237113403,2.0,3.573949579831933
269,201901,912.4,102,133,266,1.303921568627451,2.0,3.430075187969925
270,201807,883.6,88,124,248,1.4090909090909092,2.0,3.5629032258064517
270,201808,943.15,118,143,268,1.2118644067796611,1.8741258741258742,3.5192164179104477
270,201809,780.2,94,115,230,1.2234042553191489,2.0,3.3921739130434783
270,201810,736.4,85,104,208,1.223529411764706,2.0,3.5403846153846152
270,201811,874.2,93,121,242,1.3010752688172043,2.0,3.612396694214876
270,201812,987.6,97,140,280,1.443298969072165,2.0,3.527142857142857
270,201901,1009.8,110,146,292,1.3272727272727274,2.0,3.458219178082192
271,201807,871.0,89,117,234,1.3146067415730338,2.0,3.7222222222222223
271,201808,613.7,76,91,173,1.1973684210526316,1.901098901098901,3.5473988439306363
271,201809,721.4,83,104,208,1.2530120481927711,2.0,3.4682692307692307
271,201810,725.6,89,106,212,1.1910112359550562,2.0,3.422641509433962
271,201811,807.0,88,108,216,1.2272727272727273,2.0,3.736111111111111
271,201812,764.0,93,108,216,1.1612903225806452,2.0,3.537037037037037
271,201901,768.2,82,106,212,1.2926829268292683,2.0,3.6235849056603775
272,201807,392.3,47,48,90,1.0212765957446808,1.875,4.358888888888889
272,201808,326.95,39,43,76,1.1025641025641026,1.7674418604651163,4.301973684210526
272,201809,294.5,31,35,69,1.1290322580645162,1.9714285714285715,4.268115942028985
272,201810,405.1,41,48,94,1.170731707317073,1.9583333333333333,4.309574468085106
272,201811,355.8,39,43,83,1.1025641025641026,1.930232558139535,4.286746987951807
272,201812,363.1,43,43,81,1.0,1.8837209302325582,4.4827160493827165
272,201901,392.4,44,47,90,1.0681818181818181,1.9148936170212767,4.359999999999999
